C,H
0.6799777717662144,0.3200222282337628
0.9169473233255242,0.08305267667449566
0.2765164635897039,0.7234835364103102
0.8831944954909453,0.11680550450903102
0.535705735146293,0.4642942648536905
0.8967647525670686,0.10323524743291862
0.2612286068262677,0.7387713931737101
0.22364693380901238,0.7763530661910254
0.2875643187520443,0.7124356812479404
0.13805262541654914,0.8619473745834423
0.15567345704009086,0.8443265429599288
0.14226370778976113,0.8577362922102529
0.6624393419959949,0.3375606580040242
0.44793640668457774,0.5520635933154019
0.9185308705580906,0.08146912944191873
0.24105266912920623,0.7589473308708183
0.36935966132555786,0.6306403386744458
0.6920268539166922,0.30797314608334725
0.746791449803176,0.2532085501968243
0.09619414372647336,0.9038058562735376
0.39048759788384224,0.6095124021161636
0.2194144004482637,0.7805855995517836
0.07001154848442412,0.9299884515155814
0.4445042546874802,0.555495745312511
0.8558921440711036,0.14410785592892691
0.8290386617316746,0.17096133826831436
0.5878660215635111,0.4121339784365114
0.6916465516118209,0.30835344838818335
0.5561144558187149,0.4438855441812944
0.45334610997587005,0.5466538900241138
0.11011181874897975,0.8898881812509978
0.17004302788086062,0.8299569721191252
0.9156451653271231,0.08435483467287591
0.8208505436959371,0.1791494563040825
0.13265398747207538,0.8673460125279012
0.389538995545045,0.6104610044549765
0.5584360837520483,0.44156391624797076
0.3455333587277227,0.6544666412722696
0.14394061199576097,0.8560593880042388
0.6978817317913496,0.3021182682086347
0.18510377793119048,0.8148962220687961
0.12485692676135358,0.8751430732386586
0.7148650624570511,0.28513493754294467
0.28560191709874094,0.7143980829012834
0.2374040220360418,0.7625959779639643
0.9174708847778696,0.08252911522211143
0.9203803355262923,0.079619664473705
0.23937346619954145,0.760626533800478
0.5019959922631317,0.49800400773687087
0.30080213215949947,0.6991978678405051
0.375433376100254,0.624566623899727
0.5917273458039248,0.4082726541960912
0.20826788574330257,0.7917321142567151
0.8998041498767765,0.10019585012320342
0.7369441509021254,0.2630558490979134
0.16094049784048642,0.8390595021595002
0.4495821019986775,0.5504178980013368
0.2665761597741572,0.7334238402258586
0.3825539812031695,0.6174460187968129
0.16367029913453424,0.8363297008654872
0.19884609972266384,0.8011539002773201
0.22965901935797503,0.7703409806420272
0.27983380783736606,0.7201661921626532
0.3276852583955757,0.6723147416044275
0.36037928983279033,0.6396207101671949
0.7734806721654484,0.22651932783454698
0.9265046249823186,0.07349537501769655
0.13692089742872582,0.8630791025712934
0.45855668025665586,0.541443319743325
0.28021594629389496,0.7197840537060874
0.08506030538167161,0.9149396946183178
0.5187830287289892,0.4812169712710331
0.510001259876236,0.4899987401237624
0.2633217042608668,0.7366782957391239
0.4722260577448663,0.5277739422551533
0.5272636424121562,0.4727363575878283
0.22663886523890484,0.7733611347610762
0.32196192933752804,0.6780380706624632
0.8216578335098442,0.1783421664901664
0.5849301488970455,0.4150698511029648
0.5244738954950097,0.4755261045050107
0.7528594542582416,0.2471405457417448
0.2914868903863437,0.7085131096136335
0.6134595922991523,0.38654040770082826
0.19079496692136697,0.8092050330786107
0.863290743345779,0.1367092566542244
0.09815739474494958,0.9018426052550874
0.1049033578317285,0.8950966421682693
0.9016254004003238,0.09837459959966575
0.524903570322575,0.4750964296774467
0.19751818434319451,0.80248181565683
0.49460788931313354,0.5053921106868638
0.17603104065092723,0.8239689593490734
0.9000370200893578,0.0999629799106205
0.20977585174188312,0.7902241482581209
0.9212733026486992,0.07872669735128418
0.15492918362199437,0.8450708163779855
0.21524159718620858,0.7847584028137675
0.8952672733094205,0.10473272669056795
0.7281215765419201,0.2718784234580636
